Week,Simulated_Dengue_Cases,Rainfall_mm,Temperature_C,Humidity_%,Population_Density,Fogging,Larvicide_Use,Seasonality,Simulated_Dengue_Cases_Noised,Rainfall_mm_lag1,Rainfall_mm_lag2,Rainfall_mm_lag3,Rainfall_Temperature_Interaction,Fogging_Cases_Interaction,Larvicide_Cases_Interaction,Rolling_95th_Percentile,True_Outbreak,Outbreak_Status,Severe_Outbreak_Status,Outbreak_Binary,Severe_Outbreak_Binary
42,22003,58.5971302788046,30.48607900581907,68.83346676208757,6058.531211006448,0,0,-0.9350162426854148,21997.21758588059,173.79422752781755,80.5095587111947,160.0381234349003,1786.39674319391,0.0,0.0,26241.574885493093,No,Yes,No,1,0
43,20059,277.3301005196955,29.52411120905975,71.55293185805776,14636.289173094734,0,0,-0.8854560256532101,20043.944815220537,58.5971302788046,173.79422752781755,80.5095587111947,8187.924729363211,0.0,0.0,26241.574885493093,No,Yes,No,1,0
44,17968,114.69499540000425,25.463308761249905,85.5341001455057,5397.669658124327,0,0,-0.822983865893657,17894.073900481628,277.3301005196955,58.5971302788046,173.79422752781755,2920.514081240445,0.0,0.0,26241.574885493093,No,No,No,0,0
45,15880,215.6305710884955,27.507818178129504,69.50766015468832,13786.63371910195,0,1,-0.7485107481711011,15844.007789580264,114.69499540000425,277.3301005196955,58.5971302788046,5931.526543148562,0.0,15844.007789580264,26241.574885493093,No,No,No,0,0
46,13875,127.92776902235272,33.17439297369988,65.08478240058278,19103.453621374363,1,0,-0.6631226582407956,13851.968061452011,215.6305710884955,114.69499540000425,277.3301005196955,4243.9260817962395,13851.968061452011,0.0,26241.574885493093,No,No,No,0,0
47,11992,180.0170052944527,27.15605701600275,76.70403787375051,13632.112668138185,0,0,-0.5680647467311559,12044.856111310946,127.92776902235272,215.6305710884955,114.69499540000425,4888.552059626227,0.0,0.0,26241.574885493093,No,No,No,0,0
48,10259,186.67756983581992,26.30405384882101,88.08464322482342,10822.548893097828,1,1,-0.4647231720437684,10276.180914478424,180.0170052944527,127.92776902235272,215.6305710884955,4910.3768493284515,10276.180914478424,10276.180914478424,26241.574885493093,No,No,No,0,0
49,8700,96.21361388138176,29.405074842498067,80.88089390024919,14649.323276635298,0,0,-0.3546048870425359,8611.847992231864,186.67756983581992,180.0170052944527,127.92776902235272,2829.1685170492415,0.0,0.0,26193.079497886185,No,No,No,0,0
50,7344,292.3961569411396,33.87085408699541,77.10183510268095,11873.79335737275,0,1,-0.2393156642875578,7360.20419846974,96.21361388138176,186.67756983581992,180.0170052944527,9903.70756735155,0.0,7360.20419846974,25562.98720875693,No,No,No,0,0
51,6160,243.78320584027864,27.178497443603504,62.915294813123054,13184.251839739023,1,1,-0.1205366802553236,6140.745885979184,292.3961569411396,96.21361388138176,186.67756983581992,6625.66123672348,6140.745885979184,6140.745885979184,24368.92812578262,No,No,No,0,0
52,5137,284.8747353910473,31.049219926652903,78.4502168009751,19121.97213164788,0,0,6.432490598706546e-16,5103.153899984702,243.78320584027864,292.3961569411396,96.21361388138176,8845.13831070368,0.0,0.0,22773.625458561095,No,No,No,0,0
53,4269,273.7068376069122,31.854576537958454,89.7016155031279,10791.539567011614,1,1,0.1205366802553231,4299.583814442043,284.8747353910473,243.78320584027864,292.3961569411396,8718.815407511951,4299.583814442043,4299.583814442043,20922.91756201756,No,No,No,0,0
54,3540,199.47499470277128,27.1387378959316,64.20252045709572,19417.85845735871,0,1,0.2393156642875573,3591.5499761247975,273.7068376069122,284.8747353910473,243.78320584027864,5413.499598030854,0.0,3591.5499761247975,18861.515812114136,No,No,No,0,0
55,2925,280.4685587557792,31.553947137506736,75.5498895709121,18580.259629340955,1,1,0.3546048870425355,2971.56400595581,199.47499470277128,273.7068376069122,284.8747353910473,8849.89007671256,2971.56400595581,2971.56400595581,16766.537539485875,No,No,No,0,0
56,2409,72.12312551297987,28.31004819447328,86.32119215783867,7936.867021839446,0,0,0.4647231720437679,2367.039123838868,280.4685587557792,199.47499470277128,273.7068376069122,2041.8091592085057,0.0,0.0,14748.385939109725,No,No,No,0,0
57,1983,98.9957156047863,30.690752475342215,82.22305853262613,6040.419513127482,1,1,0.5680647467311555,1967.5393812074392,72.12312551297987,280.4685587557792,199.47499470277128,3038.253003745869,1967.5393812074392,1967.5393812074392,12858.056488874425,No,No,No,0,0
58,1630,61.30682222763452,30.70176739684805,80.91047222985804,6511.6700206614,0,0,0.6631226582407952,1646.5631715701782,98.9957156047863,72.12312551297987,280.4685587557792,1882.2277958727489,0.0,0.0,11072.084753053055,No,No,No,0,0
59,1337,131.33258269081608,29.821972156672825,81.07452251961328,5273.327384773246,1,0,0.7485107481711007,1385.777256356118,61.30682222763452,98.9957156047863,72.12312551297987,3916.596624269449,1385.777256356118,0.0,9360.797807242814,No,No,No,0,0
60,1095,147.1693224223705,25.812607930489676,70.78473453659265,6416.644411338926,0,0,0.8229838658936558,1071.0412881077357,131.33258269081608,61.30682222763452,98.9957156047863,3798.824019084473,0.0,0.0,7923.443905662694,No,No,No,0,0
61,898,117.83725794347396,32.51772246030314,68.8077553279348,15245.101601245353,0,1,0.8854560256532099,888.7170511668091,147.1693224223705,131.33258269081608,61.30682222763452,3831.799249289038,0.0,888.7170511668091,6689.502126599933,No,No,No,0,0
62,735,257.18437728798233,27.887020584745624,84.28083466435541,6067.829726903435,1,0,0.9350162426854148,679.6832512996986,117.83725794347396,147.1693224223705,131.33258269081608,7172.106023504948,679.6832512996986,0.0,5570.070293682218,No,No,No,0,0
63,600,139.18833167339733,26.678666593598688,84.30340184037543,9784.63445440642,0,0,0.970941817426052,540.1896687959664,257.18437728798233,117.83725794347396,147.1693224223705,3713.3590944337993,0.0,0.0,4661.190352936239,No,No,No,0,0
64,491,120.23362742184518,25.366976273992876,86.01216955740311,17673.12966454182,0,1,0.992708874098054,531.6262911197099,139.18833167339733,257.18437728798233,117.83725794347396,3049.963574146046,0.0,531.6262911197099,3910.1652033675578,No,No,No,0,0
65,402,185.67402078956212,30.318036488694176,87.39721657669413,5349.079036037388,0,0,1.0,469.8120014285412,120.23362742184518,139.18833167339733,257.18437728798233,5629.271737300505,0.0,0.0,3250.5576925318537,No,No,No,0,0
66,328,85.23105624369066,31.09807925658054,75.34027196582814,17217.027238834038,0,0,0.992708874098054,324.39949392098333,185.67402078956212,120.23362742184518,139.18833167339733,2650.5221421883657,0.0,0.0,2639.0753207914913,No,No,No,0,0
67,267,250.54924518850993,25.149290460350706,75.04548884061599,9227.821621601,0,0,0.970941817426052,317.1766448946012,85.23105624369066,185.67402078956212,120.23362742184518,6301.1357418674625,0.0,0.0,2147.314265391582,No,No,No,0,0
68,219,68.6376609199427,29.608837524693527,83.94885536900325,6772.472414324844,0,0,0.9350162426854148,237.0818012523817,250.54924518850993,85.23105624369066,185.67402078956212,2032.28135025359,0.0,0.0,1791.0024659069454,No,No,No,0,0
69,178,296.72173415012935,27.03846197678144,79.49891792333295,15451.05748046226,1,0,0.8854560256532102,145.7440122697438,68.6376609199427,250.54924518850993,85.23105624369066,8022.899326502924,145.7440122697438,0.0,1503.130918202445,No,No,No,0,0
70,145,243.06119232416435,30.80655511368505,81.0590063177311,14434.14270169826,0,0,0.8229838658936571,163.0697802754207,296.72173415012935,68.6376609199427,250.54924518850993,7487.878017332371,0.0,0.0,1212.672473819507,No,No,No,0,0
71,119,99.6789203835431,26.569297861044923,83.87378008308303,18162.080202905796,0,1,0.7485107481711012,195.90182832329845,243.06119232416435,296.72173415012935,68.6376609199427,2648.3989261377387,0.0,195.90182832329845,970.762957790226,No,No,No,0,0
72,97,51.3805292809006,31.218439642922192,86.70016025452699,16026.065657058289,1,0,0.6631226582407956,95.20869804450244,99.6789203835431,243.06119232416435,296.72173415012935,1604.019952177192,95.20869804450244,0.0,773.7484612398981,No,No,No,0,0
73,79,253.86535711370857,28.480618116704836,70.13985470554607,17052.213955772728,1,0,0.5680647467311568,157.2321827907003,51.3805292809006,99.6789203835431,243.06119232416435,7230.242289016431,157.2321827907003,0.0,602.9617809226457,No,No,No,0,0
74,64,226.71433596190428,33.43056989863061,71.26748857919831,9230.518588569596,0,1,0.4647231720437685,0.0,253.86535711370857,51.3805292809006,99.6789203835431,7579.189455396064,0.0,0.0,535.4798110740253,No,No,No,0,0
75,52,232.2517920102468,26.23768849731394,62.81945819522607,7661.593156695843,0,0,0.354604887042536,93.09512521876118,226.71433596190428,253.86535711370857,51.3805292809006,6093.750171707802,0.0,0.0,497.62843178956706,No,No,No,0,0
76,43,242.8175866714864,28.069597159452325,77.34840422988522,16259.221274612875,0,1,0.2393156642875587,47.35235341190857,232.2517920102468,226.71433596190428,253.86535711370857,6815.791841099024,0.0,47.35235341190857,389.83512229938424,No,No,No,0,0
77,35,68.51116293352258,26.0212616911653,61.07826821390226,17102.52108900896,0,0,0.1205366802553228,20.04963247670661,242.8175866714864,232.2517920102468,226.71433596190428,1782.7468994592552,0.0,0.0,320.42692695647315,No,No,No,0,0
78,28,139.61643213606814,33.322242564507064,73.96794054397381,19857.5771300101,0,0,3.673940397442059e-16,32.58803882677512,68.51116293352258,242.8175866714864,232.2517920102468,4652.332617629102,0.0,0.0,273.1244808913804,No,No,No,0,0
79,23,78.96726488128243,32.89605418042883,76.2793390412273,11189.265153671397,0,0,-0.1205366802553239,0.0,139.61643213606814,68.51116293352258,242.8175866714864,2597.7114240149413,0.0,0.0,214.43281614138587,No,No,No,0,0
80,19,265.7758564688984,27.3214746494364,68.59623756384853,10580.271286891748,0,0,-0.239315664287558,8.016405608124403,78.96726488128243,139.61643213606814,68.51116293352258,7261.388324947255,0.0,0.0,177.84420189696567,No,No,No,0,0
81,15,205.82453170688947,30.939856414307613,77.72499781707032,16646.194411129953,0,0,-0.3546048870425354,32.85562857558732,265.7758564688984,78.96726488128243,139.61643213606814,6368.181457553265,0.0,0.0,177.84420189696567,No,No,No,0,0
82,12,132.7245062131623,32.35499980181094,60.91500749817149,10112.053103795268,1,0,-0.4647231720437678,85.8947022370758,205.82453170688947,265.7758564688984,78.96726488128243,4294.301372222321,85.8947022370758,0.0,174.63352328036945,No,No,No,0,0
83,10,65.88958757150591,29.99680730439516,61.120445662476435,18961.359884053472,1,0,-0.5680647467311561,0.0,132.7245062131623,205.82453170688947,265.7758564688984,1976.4772617485332,0.0,0.0,123.11926618029143,No,No,No,0,0
84,8,127.74558042891556,29.76685520520406,84.67801681978975,17876.191277645175,0,0,-0.6631226582407951,0.0,65.88958757150591,132.7245062131623,205.82453170688947,3802.584195732278,0.0,0.0,121.95680112613374,No,No,No,0,0
85,6,131.29583050668677,27.176670618104065,70.80571924233789,11434.910410625274,0,0,-0.7485107481711006,0.0,127.74558042891556,65.88958757150591,132.7245062131623,3568.183539210646,0.0,0.0,89.13489257883423,No,No,No,0,0
86,5,232.401544584516,25.837924910253093,63.81181537955654,16263.06601687246,0,0,-0.8229838658936557,50.7701058851037,131.29583050668677,127.74558042891556,65.88958757150591,6004.773658001562,0.0,0.0,89.13489257883423,No,No,No,0,0
87,4,209.38936783880328,33.07494182157994,75.66729780164412,16318.143111270236,1,0,-0.885456025653209,20.437555482984223,232.401544584516,131.29583050668677,127.74558042891556,6925.54115932582,20.437555482984223,0.0,66.57617424349112,No,No,No,0,0
88,3,271.8031856440816,33.10376251446998,83.09980659295833,6546.858032538989,0,1,-0.935016242685414,0.0,209.38936783880328,232.401544584516,131.29583050668677,8997.708108238074,0.0,0.0,66.57617424349112,No,No,No,0,0
89,3,168.05373129048732,30.69791311545941,66.47463082490529,18538.2936001935,0,1,-0.9709418174260522,28.66337165566781,271.8031856440816,209.38936783880328,232.401544584516,5158.898841884143,0.0,28.66337165566781,66.57617424349112,No,No,No,0,0
90,2,79.89856148457542,28.051268119438305,78.68671427457001,12578.785586717857,1,0,-0.992708874098054,6.853877467402019,168.05373129048732,271.8031856440816,209.38936783880328,2241.2559705612516,6.853877467402019,0.0,66.57617424349112,No,No,No,0,0
91,2,228.31119680574875,28.142886171513947,62.56042394981304,17396.861991616126,1,1,-1.0,50.43224952664446,79.89856148457542,168.05373129048732,271.8031856440816,6425.336023386306,50.43224952664446,50.43224952664446,66.57617424349112,No,No,No,0,0
92,1,240.19626215422437,31.533601109832155,61.55045163505823,9800.744015459177,1,1,-0.992708874098054,0.0,228.31119680574875,79.89856148457542,168.05373129048732,7574.253118843985,0.0,0.0,66.57617424349112,No,No,No,0,0
93,1,190.3192993923741,33.073992339573195,75.94063894704443,18432.84842744301,1,0,-0.9709418174260523,0.0,240.19626215422437,228.31119680574875,79.89856148457542,6294.619050176318,0.0,0.0,66.57617424349112,No,No,No,0,0
94,1,242.74179498864024,32.98377781838606,76.2190536483032,10838.025181012446,0,1,-0.9350162426854148,0.0,190.3192993923741,240.19626215422437,228.31119680574875,8006.541433141528,0.0,0.0,50.58428488795112,No,No,No,0,0
95,0,173.44889909109767,32.01887991271862,79.1228970449462,5162.564772204475,0,1,-0.8854560256532102,0.0,242.74179498864024,190.3192993923741,240.19626215422437,5553.639470991106,0.0,0.0,50.58428488795112,No,No,No,0,0
96,0,180.68320734549852,30.77828481538859,81.78274001167985,18580.729646288954,1,0,-0.8229838658936561,14.806013853228803,173.44889909109767,242.74179498864024,190.3192993923741,5561.119217037665,14.806013853228803,0.0,50.58428488795112,No,No,No,0,0
97,0,156.8852545896374,25.75725968495544,89.27556238387604,6369.300151792004,1,0,-0.7485107481711012,13.052763608994466,180.68320734549852,173.44889909109767,242.74179498864024,4040.934243205638,13.052763608994466,0.0,50.58428488795112,No,No,No,0,0
98,0,56.3547816860238,26.454658426851523,75.48901044903586,9789.704563856223,0,1,-0.6631226582407957,0.255672832123045,156.8852545896374,180.68320734549852,173.44889909109767,1490.8465002235473,0.0,0.255672832123045,38.45936669760729,No,No,No,0,0
99,0,76.97285674832611,33.08698769674371,69.68869418823738,19250.929505762073,0,1,-0.5680647467311554,0.0,56.3547816860238,156.8852545896374,180.68320734549852,2546.799964215082,0.0,0.0,38.45936669760729,No,No,No,0,0
100,0,57.85729642168357,30.45786153693631,83.8555858430611,19259.10720406334,0,0,-0.4647231720437686,0.0,76.97285674832611,56.3547816860238,156.8852545896374,1762.2095233131186,0.0,0.0,38.45936669760729,No,No,No,0,0
101,0,209.1026028159451,25.082773464549668,68.12496753786223,13601.568321849292,1,0,-0.3546048870425362,0.0,57.85729642168357,76.97285674832611,56.3547816860238,5244.873217280056,0.0,0.0,30.837819906265825,No,No,No,0,0
102,0,128.58899526908166,25.913243885794287,73.16914262116909,14477.558182546987,1,0,-0.2393156642875589,0.0,209.1026028159451,57.85729642168357,76.97285674832611,3332.157995436961,0.0,0.0,30.837819906265825,No,No,No,0,0
103,0,177.1426727911757,30.971515921972504,62.35369144026798,11726.682829674795,0,0,-0.1205366802553247,0.0,128.58899526908166,209.1026028159451,57.85729642168357,5486.377110812664,0.0,0.0,13.841726218899916,No,No,No,0,0
